Date,Source,Site ID,POC,Daily Max 8-hour CO Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2021,AQS,490352005,1,0.3,ppm,3,Copper View,19,79,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/2/2021,AQS,490352005,1,0.6,ppm,7,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/3/2021,AQS,490352005,1,0.7,ppm,8,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/4/2021,AQS,490352005,1,0.4,ppm,5,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/5/2021,AQS,490352005,1,0.6,ppm,7,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/6/2021,AQS,490352005,1,0.7,ppm,8,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/7/2021,AQS,490352005,1,0.9,ppm,10,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/8/2021,AQS,490352005,1,0.8,ppm,9,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/9/2021,AQS,490352005,1,0.5,ppm,6,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/10/2021,AQS,490352005,1,0.5,ppm,6,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/11/2021,AQS,490352005,1,0.6,ppm,7,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/12/2021,AQS,490352005,1,0.6,ppm,7,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/13/2021,AQS,490352005,1,0.7,ppm,8,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/14/2021,AQS,490352005,1,0.7,ppm,8,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/15/2021,AQS,490352005,1,0.8,ppm,9,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/16/2021,AQS,490352005,1,0.6,ppm,7,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/17/2021,AQS,490352005,1,0.8,ppm,9,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/18/2021,AQS,490352005,1,0.4,ppm,5,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/19/2021,AQS,490352005,1,0.6,ppm,7,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/20/2021,AQS,490352005,1,0.9,ppm,10,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/21/2021,AQS,490352005,1,1.1,ppm,13,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/22/2021,AQS,490352005,1,0.8,ppm,9,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/23/2021,AQS,490352005,1,0.3,ppm,3,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/24/2021,AQS,490352005,1,0.3,ppm,3,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/25/2021,AQS,490352005,1,0.7,ppm,8,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/26/2021,AQS,490352005,1,0.7,ppm,8,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/27/2021,AQS,490352005,1,0.3,ppm,3,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/28/2021,AQS,490352005,1,0.3,ppm,3,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/29/2021,AQS,490352005,1,0.3,ppm,3,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/30/2021,AQS,490352005,1,0.6,ppm,7,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
1/31/2021,AQS,490352005,1,0.6,ppm,7,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/1/2021,AQS,490352005,1,0.8,ppm,9,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/2/2021,AQS,490352005,1,0.8,ppm,9,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/3/2021,AQS,490352005,1,0.4,ppm,5,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/4/2021,AQS,490352005,1,0.4,ppm,5,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/5/2021,AQS,490352005,1,0.5,ppm,6,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/6/2021,AQS,490352005,1,0.4,ppm,5,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/7/2021,AQS,490352005,1,0.6,ppm,7,Copper View,13,54,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/12/2021,AQS,490352005,1,0.1,ppm,1,Copper View,6,25,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/13/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/14/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/15/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/16/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/17/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/18/2021,AQS,490352005,1,0.2,ppm,2,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/19/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/20/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/21/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/22/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/23/2021,AQS,490352005,1,0.2,ppm,2,Copper View,19,79,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/24/2021,AQS,490352005,1,0.3,ppm,3,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/25/2021,AQS,490352005,1,0.2,ppm,2,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/26/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/27/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
2/28/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/1/2021,AQS,490352005,1,0.4,ppm,5,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/2/2021,AQS,490352005,1,0.4,ppm,5,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/3/2021,AQS,490352005,1,0.3,ppm,3,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/4/2021,AQS,490352005,1,0.2,ppm,2,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/5/2021,AQS,490352005,1,0.2,ppm,2,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/6/2021,AQS,490352005,1,0.3,ppm,3,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/7/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/8/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/9/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/10/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/11/2021,AQS,490352005,1,0.2,ppm,2,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/12/2021,AQS,490352005,1,0.2,ppm,2,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/13/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/14/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/15/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/16/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/17/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/18/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/19/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/20/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/21/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/22/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/23/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/24/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/25/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/26/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/27/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/28/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/29/2021,AQS,490352005,1,0,ppm,0,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/30/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
3/31/2021,AQS,490352005,1,0.2,ppm,2,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
4/1/2021,AQS,490352005,1,0.2,ppm,2,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
4/2/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
4/3/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
4/4/2021,AQS,490352005,1,0.1,ppm,1,Copper View,24,100,42101,Carbon monoxide,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.598056,-111.894167
