Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2004,AQS,371350007,1,9,ug/m3 LC,38,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/4/2004,AQS,371350007,1,9.2,ug/m3 LC,38,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/7/2004,AQS,371350007,1,4.3,ug/m3 LC,18,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/10/2004,AQS,371350007,1,15,ug/m3 LC,57,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/13/2004,AQS,371350007,1,7.7,ug/m3 LC,32,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/16/2004,AQS,371350007,1,6.3,ug/m3 LC,26,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/19/2004,AQS,371350007,1,7.4,ug/m3 LC,31,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/22/2004,AQS,371350007,1,13.1,ug/m3 LC,53,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/25/2004,AQS,371350007,1,8.8,ug/m3 LC,37,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/28/2004,AQS,371350007,1,6.4,ug/m3 LC,27,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
1/31/2004,AQS,371350007,1,6.7,ug/m3 LC,28,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
2/3/2004,AQS,371350007,1,9.5,ug/m3 LC,40,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
2/6/2004,AQS,371350007,1,14.5,ug/m3 LC,56,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
2/9/2004,AQS,371350007,1,10.7,ug/m3 LC,45,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
2/12/2004,AQS,371350007,1,10,ug/m3 LC,42,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
2/15/2004,AQS,371350007,1,15,ug/m3 LC,57,CHAPEL HILL EPA HEALTH  PM2.5,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,135,Orange,35.901944,-79.056667
